Acropora2085	K17597
Acropora11709	K21843
Acropora30268	K24483
Acropora92183	K05312
Acropora7611	K03174
Acropora21133	K12150
Acropora223	K08872
Acropora79500	K17341
Acropora19223	K03259
Acropora17217	K15159
Acropora77812	K17690
Acropora15811	K17943
Acropora65290	K10408
Acropora22864	K08439
Acropora14938	K10798
Acropora43682	K01630
Acropora12592	K20823
Acropora20213	K09328
Acropora4268	K14561
Acropora45588	K08132
Acropora60248	K10380
Acropora94266	K01886
Acropora11670	K01081
Acropora26521	K03462
Acropora15343	K11986
Acropora13458	K10843
Acropora30152	K10799
Acropora19688	K00888
Acropora41378	K04984
Acropora69943	K25809
Acropora88225	K06640
Acropora650	K01539
Acropora44022	K11838
Acropora5358	K01537
Acropora8553	K02892
Acropora179	K02128
Acropora366	K12160
Acropora4047	K21554
Acropora77134	K12823
Acropora55069	K02358
Acropora8538	K18272
Acropora46091	K13010
Acropora50464	K04348
Acropora50661	K19657
Acropora21667	K09848
Acropora25538	K03438
Acropora29244	K03798
Acropora2864	K06275
Acropora73707	K14847
Acropora85590	K21813
Acropora74259	K03144
Acropora33651	K11416
Acropora16769	K24262
Acropora34223	K00106
Acropora6458	K16491
Acropora78418	K10316
Acropora30674	K11594
Acropora34283	K04919
Acropora12099	K16765
Acropora9520	K15630
Acropora94192	K07179
Acropora74173	K01872
Acropora8964	K24747
Acropora20931	K06560
Acropora51476	K10457
Acropora62098	K12486
Acropora69523	K16506
Acropora40447	K10704
Acropora3800	K17341
Acropora13057	K24610
Acropora17841	K01897
Acropora69215	K03010
Acropora18710	K01953
Acropora9569	K10400
Acropora8716	K05864
Acropora34155	K09540
Acropora11850	K13753
Acropora35121	K04974
Acropora23582	K23437
Acropora15026	K05665
Acropora82632	K23438
Acropora53450	K06711
Acropora5462	K03015
Acropora7550	K22038
Acropora3943	K20121
Acropora33737	K10644
Acropora8355	K00365
Acropora9693	K12185
Acropora85063	K08794
Acropora59049	K18468
Acropora17044	K13194
Acropora849	K16311
Acropora29446	K09848
Acropora23347	K07440
Acropora66048	K17632
Acropora34328	K00548
Acropora11465	K24023
Acropora8176	K00326
Acropora11950	K08855
Acropora1354	K07508
Acropora41000	K19907
Acropora29041	K24946
Acropora58377	K02895
Acropora1264	K04634
Acropora62344	K00939
Acropora117	K02937
Acropora31678	K18740
Acropora11698	K07931
Acropora46086	K03163
Acropora317	K03263
Acropora12029	K11789
Acropora24599	K05794
Acropora9924	K10593
Acropora14065	K04231
Acropora8689	K11517
Acropora42743	K03029
Acropora95697	K01429
Acropora14977	K04304
Acropora65126	K00700
Acropora44293	K08635
Acropora15054	K14799
Acropora82670	K14565
Acropora4154	K01581
Acropora24278	K01562
Acropora85607	K12398
Acropora36086	K07588
Acropora23592	K26141
Acropora52309	K10408
Acropora72537	K08736
Acropora61435	K18283
Acropora7810	K06792
Acropora28071	K23113
Acropora75365	K24729
Acropora23284	K06158
Acropora4631	K17307
Acropora6064	K00967
Acropora7806	K00551
Acropora37620	K09257
Acropora4879	K23344
Acropora10953	K08543
Acropora15608	K24478
Acropora1412	K02151
Acropora13218	K10408
Acropora38456	K19671
Acropora28985	K11169
Acropora14168	K05125
Acropora72782	K17836
Acropora3334	K12310
Acropora6295	K01883
Acropora150	K02925
Acropora29948	K11730
Acropora34139	K01874
Acropora33366	K01744
Acropora34935	K23257
Acropora8595	K23705
Acropora11101	K04810
Acropora7908	K12655
Acropora16482	K24939
Acropora10017	K05657
Acropora56847	K03164
Acropora14138	K06627
Acropora23067	K04739
Acropora45581	K23092
Acropora1030	K22068
Acropora43901	K04371
Acropora58318	K00026
Acropora12737	K15621
Acropora40155	K16763
Acropora5452	K10392
Acropora46707	K04615
Acropora40674	K10450
Acropora38004	K09350
Acropora752	K22211
Acropora3682	K03033
Acropora94530	K22382
Acropora35188	K11086
Acropora37003	K02148
Acropora59204	K03032
Acropora7894	K00615
Acropora14327	K11422
Acropora28588	K06255
Acropora14673	K20291
Acropora84160	K24936
Acropora28381	K01737
Acropora10281	K20909
Acropora4354	K13165
Acropora1504	K06491
Acropora66524	K00231
Acropora43173	K08913
Acropora40261	K04909
Acropora42668	K00315
Acropora21823	K01715
Acropora70003	K02426
Acropora13299	K06054
Acropora87532	K13024
Acropora35468	K17341
Acropora27501	K10567
Acropora1165	K14735
Acropora66244	K10394
Acropora13631	K00688
Acropora7268	K06129
Acropora42168	K03978
Acropora26027	K02988
Acropora22693	K06633
Acropora12579	K05677
Acropora76019	K04348
Acropora9746	K08799
Acropora43067	K08857
Acropora54648	K13412
Acropora2298	K12625
Acropora23098	K05717
Acropora42747	K04851
Acropora14451	K04434
Acropora37282	K06267
Acropora72584	K05294
Acropora34979	K00325
Acropora24553	K00615
Acropora20317	K01432
Acropora22363	K11373
Acropora2397	K22207
Acropora61016	K20101
Acropora70357	K02087
Acropora72154	K07300
Acropora3437	K23863
Acropora5128	K09649
Acropora80730	K16911
Acropora17074	K11339
Acropora32969	K12231
Acropora6321	K06754
Acropora14172	K09608
Acropora23467	K24501
Acropora4658	K24835
Acropora12335	K26111
Acropora30210	K12166
Acropora11373	K17921
Acropora7871	K22868
Acropora89528	K08960
Acropora2804	K06975
Acropora79810	K01076
Acropora85148	K04890
Acropora59092	K00164
Acropora77051	K07874
Acropora22982	K20409
Acropora66576	K01855
Acropora16097	K24835
Acropora15579	K02561
Acropora70592	K10401
Acropora52195	K23424
Acropora50004	K01176
Acropora1423	K00940
Acropora18313	K15133
Acropora13121	K26269
Acropora64944	K03851
Acropora6984	K12041
Acropora14883	K12132
Acropora47889	K16681
Acropora32314	K15014
Acropora10809	K19716
Acropora11308	K22470
Acropora32741	K04144
Acropora76122	K00265
Acropora3724	K01254
Acropora1797	K04437
Acropora72529	K05181
Acropora16404	K04615
Acropora4756	K13154
Acropora23794	K01689
Acropora68911	K05841
Acropora63989	K17341
Acropora34972	K19573
Acropora39341	K24759
Acropora32813	K05312
Acropora6874	K26151
Acropora867	K08056
Acropora26314	K09669
Acropora28442	K12858
Acropora6034	K16458
Acropora1340	K12845
Acropora24639	K04150
Acropora476	K06630
Acropora38416	K03260
Acropora16860	K09492
Acropora78475	K10645
Acropora4197	K10532
Acropora35999	K01657
Acropora7652	K04437
Acropora19429	K06013
Acropora39902	K10686
Acropora7328	K12852
Acropora17048	K11997
Acropora21942	K09228
Acropora20916	K10600
Acropora28007	K19526
Acropora69	K02929
Acropora29355	K11254
Acropora69402	K14298
Acropora11098	K20689
Acropora55816	K12132
Acropora17896	K25041
Acropora4841	K11252
Acropora1300	K19931
Acropora11503	K22370
Acropora5340	K04677
Acropora2501	K10464
Acropora26426	K17953
Acropora1397	K23924
Acropora5558	K17541
Acropora25613	K13517
Acropora5077	K18668
Acropora13839	K06674
Acropora72477	K14007
Acropora29476	K18162
Acropora10751	K14281
Acropora76449	K04615
Acropora2736	K01810
Acropora4250	K02183
Acropora82204	K24736
Acropora55758	K16507
Acropora27324	K05658
Acropora79621	K09580
Acropora51947	K06675
Acropora12190	K04506
Acropora43442	K02641
Acropora12047	K17398
Acropora14423	K25533
Acropora23596	K00854
Acropora9660	K00239
Acropora13079	K00380
Acropora31169	K26736
Acropora10459	K01365
Acropora66984	K13857
Acropora50104	K09537
Acropora56097	K12585
Acropora55602	K10875
Acropora54494	K24185
Acropora93095	K12813
Acropora770	K08110
Acropora25468	K26160
Acropora60745	K04949
Acropora3467	K11165
Acropora6823	K02183
Acropora19306	K11275
Acropora4861	K23935
Acropora35157	K08139
Acropora10464	K17932
Acropora7736	K03259
Acropora9396	K11434
Acropora9070	K07374
Acropora19931	K11997
Acropora34968	K01915
Acropora17688	K18561
Acropora41776	K06630
Acropora5763	K14327
Acropora91965	K01427
Acropora27723	K14592
Acropora41588	K16461
Acropora38448	K12825
Acropora3738	K10408
Acropora45750	K13045
Acropora11738	K08524
Acropora91978	K02358
Acropora10177	K04539
Acropora19472	K17681
Acropora48598	K16459
Acropora7416	K02960
Acropora14991	K11165
Acropora17938	K07374
Acropora11827	K03016
Acropora13463	K03022
Acropora8473	K10960
Acropora72968	K10408
Acropora80400	K13240
Acropora1644	K23847
Acropora50073	K24427
Acropora49152	K00939
Acropora1248	K05756
Acropora29095	K14216
Acropora63364	K04550
Acropora3683	K26390
Acropora6543	K01874
Acropora70094	K02291
Acropora79865	K01537
Acropora21095	K12160
Acropora64532	K04990
Acropora26903	K20032
Acropora13414	K03241
Acropora28606	K01365
Acropora57339	K04421
Acropora5332	K16675
Acropora30315	K10456
Acropora31587	K03509
Acropora41013	K05673
Acropora21180	K16768
Acropora32615	K17767
Acropora9188	K16685
Acropora8025	K15129
Acropora8663	K02927
Acropora11121	K00871
Acropora5573	K01772
Acropora29306	K11886
Acropora27999	K19327
Acropora20809	K02930
Acropora64762	K24469
Acropora31828	K03002
Acropora7803	K01062
Acropora85199	K01885
Acropora5183	K18464
Acropora1033	K09499
Acropora85508	K01673
Acropora14564	K08869
Acropora2211	K08341
Acropora39830	K22182
Acropora17324	K24610
Acropora50482	K13611
Acropora75087	K12874
Acropora39995	K04809
Acropora32388	K06515
Acropora19331	K11978
Acropora7092	K00753
Acropora23175	K11428
Acropora5143	K11368
Acropora3993	K23905
Acropora20871	K10645
Acropora12859	K03846
Acropora56559	K10895
Acropora44475	K15049
Acropora30184	K03456
Acropora67234	K03696
Acropora3013	K13194
Acropora19679	K01362
Acropora29771	K13151
Acropora54446	K10380
Acropora22111	K04360
Acropora19287	K07497
Acropora92059	K04209
Acropora57029	K15296
Acropora87984	K02602
Acropora23379	K03929
Acropora62073	K05665
Acropora56599	K03555
Acropora92460	K01076
Acropora34182	K08187
Acropora38718	K14400
Acropora38867	K23222
Acropora9197	K02599
Acropora12833	K03308
Acropora329	K01510
Acropora6854	K15655
Acropora13098	K03691
Acropora21539	K12035
Acropora16086	K08333
Acropora68446	K10408
Acropora68426	K02183
Acropora69156	K19225
Acropora6884	K22989
Acropora82616	K20242
Acropora10938	K16059
Acropora17290	K04135
Acropora11989	K02894
Acropora39965	K03470
Acropora12503	K11797
Acropora79531	K11273
Acropora37217	K03164
Acropora54341	K10747
Acropora1480	K10153
Acropora7132	K06963
Acropora6093	K10356
Acropora48070	K10408
Acropora26268	K24051
Acropora33976	K04771
Acropora5280	K07521
Acropora59081	K10380
Acropora1510	K06704
Acropora10582	K07565
Acropora64078	K21878
Acropora74883	K19398
Acropora5352	K09849
Acropora67967	K08524
Acropora53412	K26546
Acropora6510	K09349
Acropora9132	K10260
Acropora47255	K13095
Acropora16535	K08621
Acropora12674	K11262
Acropora14187	K02987
Acropora12771	K07762
Acropora45545	K08104
Acropora93167	K03083
Acropora5731	K14391
Acropora46878	K04358
Acropora49187	K03033
Acropora54359	K13806
Acropora53939	K16582
Acropora1252	K24687
Acropora11247	K01623
Acropora48978	K06240
Acropora63722	K03902
Acropora41422	K01869
Acropora20204	K09604
Acropora19492	K06672
Acropora81180	K08736
Acropora12478	K00512
Acropora71088	K22792
Acropora67287	K17535
Acropora68268	K12604
Acropora42854	K17495
Acropora25467	K08180
Acropora51278	K13412
Acropora12224	K08010
Acropora55058	K00558
Acropora38186	K12035
Acropora32221	K06756
Acropora67924	K08770
Acropora52337	K04874
Acropora9917	K20179
Acropora28163	K04253
Acropora31076	K00875
Acropora24859	K02959
Acropora83270	K02857
Acropora651	K12670
Acropora37437	K11789
Acropora18619	K00546
Acropora3794	K08637
Acropora3308	K14942
Acropora20154	K24740
Acropora8903	K03126
Acropora73839	K13275
Acropora18320	K10645
Acropora1422	K06468
Acropora740	K05699
Acropora3862	K17689
Acropora34164	K08964
Acropora64137	K24175
Acropora45187	K22078
Acropora17268	K13045
Acropora56109	K04043
Acropora9940	K09454
Acropora18777	K23404
Acropora26197	K10581
Acropora7527	K21343
Acropora20937	K18134
Acropora6919	K06689
Acropora58707	K00290
Acropora5337	K15189
Acropora30105	K23342
Acropora18512	K01530
Acropora42671	K12608
Acropora58967	K12169
Acropora2909	K01870
Acropora4044	K00162
Acropora3062	K08856
Acropora28153	K10779
Acropora49478	K04967
Acropora53416	K04134
Acropora7944	K23342
Acropora59402	K17545
Acropora28286	K02995
Acropora62018	K07427
Acropora28950	K16610
Acropora28088	K23093
Acropora13094	K17592
Acropora8802	K23538
Acropora65409	K23490
Acropora11058	K05695
Acropora16380	K20168
Acropora293	K05768
Acropora10785	K07243
Acropora46069	K00461
Acropora77045	K12585
Acropora10611	K01948
Acropora32296	K01689
Acropora21808	K09478
Acropora8901	K14793
Acropora71154	K07855
Acropora11573	K19329
Acropora6205	K16910
Acropora62079	K15015
Acropora4556	K24835
Acropora33129	K15290
Acropora521	K17924
Acropora70790	K06130
Acropora19488	K12489
Acropora68638	K19672
Acropora5603	K14689
Acropora36030	K12856
Acropora19702	K20286
Acropora17346	K01001
Acropora58682	K01077
Acropora21980	K11149
Acropora1151	K14073
Acropora13779	K09488
Acropora7309	K11262
Acropora42280	K03686
Acropora6168	K06585
Acropora40265	K12400
Acropora69118	K00128
Acropora31482	K03972
Acropora7404	K11292
Acropora32404	K13412
Acropora6395	K17621
Acropora143	K06569
Acropora31216	K13126
Acropora5747	K08339
Acropora64170	K13412
Acropora55433	K06269
Acropora27197	K09624
Acropora77150	K11477
Acropora8430	K18624
Acropora64663	K00318
Acropora5386	K14692
Acropora8200	K20100
Acropora38744	K03686
Acropora11884	K19739
Acropora4794	K00143
Acropora30959	K04838
Acropora91026	K00856
Acropora42219	K12184
Acropora83558	K00620
Acropora35735	K23112
Acropora1964	K06265
Acropora32730	K03512
Acropora13202	K17495
Acropora4618	K18726
Acropora18208	K16506
Acropora14010	K03130
Acropora19276	K06180
Acropora2758	K13646
Acropora18818	K10406
Acropora1709	K24524
Acropora22145	K22863
Acropora10545	K20876
Acropora16804	K02356
Acropora10127	K11796
Acropora13675	K06636
Acropora60308	K25203
Acropora42	K02947
Acropora29132	K12035
Acropora19729	K10335
Acropora4560	K11418
Acropora29692	K07497
Acropora79021	K01200
Acropora51815	K02984
Acropora34382	K24029
Acropora12950	K08790
Acropora855	K17255
Acropora10525	K22459
Acropora12470	K03147
Acropora39560	K05794
Acropora15361	K05502
Acropora85332	K05849
Acropora7986	K05605
Acropora21123	K10144
Acropora52077	K12812
Acropora39728	K02537
Acropora34043	K15050
Acropora39825	K18749
Acropora9413	K19467
Acropora2854	K04429
Acropora25740	K00812
Acropora36992	K04908
Acropora14210	K22824
Acropora11484	K00476
Acropora7380	K14650
Acropora23988	K10380
Acropora33263	K06240
Acropora76565	K02258
Acropora11256	K01415
Acropora16557	K16288
Acropora31267	K00026
Acropora9553	K20363
Acropora81030	K15837
Acropora41868	K26437
Acropora33748	K18595
Acropora39139	K01945
Acropora24548	K10408
Acropora82430	K04950
Acropora20545	K08062
Acropora22568	K06100
Acropora55519	K25668
Acropora4373	K14356
Acropora15714	K06238
Acropora14338	K24779
Acropora14413	K10277
Acropora2108	K17702
Acropora21535	K15030
Acropora76075	K05673
Acropora64186	K05841
Acropora17171	K09140
Acropora20789	K10808
Acropora26183	K12183
Acropora25721	K05917
Acropora47766	K03671
Acropora28987	K00574
Acropora86349	K09502
Acropora24256	K13221
Acropora17635	K19525
Acropora9254	K05396
Acropora6024	K13443
Acropora25573	K00026
Acropora5898	K03869
Acropora78085	K08380
Acropora43738	K04594
Acropora14434	K02540
Acropora9376	K09657
Acropora59770	K11374
Acropora43010	K12733
Acropora2712	K08057
Acropora19872	K12864
Acropora31245	K19759
Acropora41496	K10408
Acropora4332	K22565
Acropora88767	K13800
Acropora22989	K01517
Acropora66962	K05643
Acropora4357	K05695
Acropora34134	K13954
Acropora5491	K00121
Acropora41608	K03164
Acropora1573	K20471
Acropora51293	K00326
Acropora10089	K15623
Acropora4207	K09275
Acropora35145	K13128
Acropora18177	K10799
Acropora21148	K14314
Acropora6847	K17546
Acropora169	K02889
Acropora2782	K14454
Acropora26516	K05658
Acropora45360	K19178
Acropora42417	K20915
Acropora15242	K12491
Acropora58162	K08465
Acropora7338	K26267
Acropora67376	K01873
Acropora37480	K16602
Acropora7436	K15523
Acropora12877	K20103
Acropora6712	K09632
Acropora89085	K08883
Acropora35260	K06664
Acropora67141	K12132
Acropora27145	K13412
Acropora43214	K23929
Acropora31185	K04615
Acropora3377	K00627
Acropora11808	K18270
Acropora9350	K06095
Acropora7807	K12855
Acropora20640	K24971
Acropora32910	K10299
Acropora13929	K03094
Acropora15081	K08886
Acropora4990	K23437
Acropora8749	K24254
Acropora43203	K09583
Acropora32798	K15212
Acropora29437	K13717
Acropora12353	K01310
Acropora4133	K08683
Acropora4923	K06027
Acropora57090	K11883
Acropora35345	K06794
Acropora70544	K17686
Acropora4265	K08495
Acropora7358	K22128
Acropora23287	K25757
Acropora37305	K17586
Acropora8008	K16779
Acropora15990	K14638
Acropora93704	K01301
Acropora24116	K01907
Acropora1284	K12666
Acropora94865	K07374
Acropora53464	K08794
Acropora24109	K14557
Acropora57489	K05673
Acropora89331	K01892
Acropora19173	K00254
Acropora35935	K00002
Acropora67008	K11847
Acropora72160	K05502
Acropora43125	K08624
Acropora12589	K13728
Acropora53623	K10645
Acropora69832	K01883
Acropora23558	K26500
Acropora16198	K10615
Acropora18050	K23025
Acropora26089	K15381
Acropora58739	K05048
Acropora86952	K08679
Acropora6429	K23488
Acropora84213	K16602
Acropora27347	K08443
Acropora10627	K10295
Acropora66380	K11269
Acropora36447	K05849
Acropora36006	K18245
Acropora6414	K09567
Acropora7967	K16747
Acropora39974	K01135
Acropora21485	K01132
Acropora2554	K24893
Acropora70569	K16608
Acropora9848	K03504
Acropora41648	K08794
Acropora8310	K26076
Acropora48751	K08193
Acropora3311	K10575
Acropora50974	K01191
Acropora46754	K02183
Acropora1913	K03174
Acropora52750	K07374
Acropora19342	K11854
Acropora23760	K10341
Acropora44019	K00933
Acropora4010	K14864
Acropora1401	K03965
Acropora40915	K00558
Acropora49617	K02324
Acropora27137	K21396
Acropora22512	K19721
Acropora12430	K08190
Acropora8063	K05749
Acropora88524	K01537
Acropora21334	K06666
Acropora86067	K04885
Acropora10271	K23025
Acropora74914	K01077
Acropora70397	K05692
Acropora68670	K09540
Acropora18453	K15116
Acropora32390	K17495
Acropora33822	K01689
Acropora38985	K24751
Acropora13616	K18032
Acropora68408	K01176
Acropora18245	K24947
Acropora6143	K02868
Acropora4319	K23581
Acropora31147	K25079
Acropora36098	K12599
Acropora69651	K01069
Acropora44557	K21767
Acropora56875	K02999
Acropora1521	K06630
Acropora4060	K12842
Acropora2255	K16816
Acropora20768	K10575
Acropora67660	K11136
Acropora12021	K20317
Acropora54829	K12392
Acropora38655	K06778
Acropora57243	K16482
Acropora2576	K26583
Acropora6274	K22390
Acropora42090	K03231
Acropora63308	K19752
Acropora6410	K04362
Acropora1827	K10169
Acropora4788	K06943
Acropora22921	K11407
Acropora33719	K12026
Acropora9970	K17592
Acropora2790	K12832
Acropora84186	K12405
Acropora2923	K00602
Acropora36002	K12323
Acropora19775	K10807
Acropora16863	K01637
Acropora8605	K06062
Acropora21164	K12160
Acropora820	K09849
Acropora4377	K11654
Acropora44035	K08866
Acropora25013	K15412
Acropora30164	K23029
Acropora34173	K06974
Acropora25040	K11251
Acropora22126	K20813
Acropora14316	K00641
Acropora2942	K11141
Acropora24777	K10408
Acropora14932	K14799
Acropora85829	K15287
Acropora11638	K06070
Acropora48680	K12393
Acropora51895	K01835
Acropora36151	K05658
Acropora35698	K03734
Acropora76690	K01715
Acropora72943	K12180
Acropora27915	K12311
Acropora26761	K06119
Acropora16224	K04849
Acropora9979	K02868
Acropora52665	K08601
Acropora34009	K00958
